placeId,category_code,location,market_value,number_condos,number_of_bedrooms,number_stories,taxable_building,taxable_land,total_area,total_livable_area,zoning,lat,lng
923904730,1,2543 S 5TH ST,157500.0,1,2,2,132143.0,25357.0,1272,1272,RSA5 ,39.91654175492623,-75.15613573614614
923904730,1,433 SHUNK ST,152700.0,1,2,2,128115.0,24585.0,1515,1080,RSA5 ,39.91639416141616,-75.15570172861248
923904730,2,2553 S 5TH ST,276400.0,1,1,1,231899.0,44501.0,2774,2774,RSA5 ,39.916336046064686,-75.15618062629021
923904730,1,2545 S 5TH ST,157500.0,1,2,2,87143.0,25357.0,1272,1272,RSA5 ,39.91650064596387,-75.15614569444371
923904730,1,429 SHUNK ST,150900.0,1,2,2,81604.0,24296.0,1331,1080,RSA5 ,39.9163458759978,-75.15560931690777
923904730,1,435 SHUNK ST,167500.0,1,2,2,95532.0,26968.0,1699,1324,RSA5 ,39.91641655409201,-75.15574806389719
923904730,1,2547 S 5TH ST,157500.0,1,2,2,34343.0,25357.0,1272,1272,RSA5 ,39.916459786736716,-75.15615462402445
923904730,1,431 SHUNK ST,153100.0,1,2,2,128450.0,24650.0,1562,1080,RSA5 ,39.91636968030636,-75.15565611662305
923904730,1,441 SHUNK ST,147100.0,1,2,2,43817.0,23683.0,1080,1080,RSA5 ,39.9163795903631,-75.1559106433684
923904730,1,443 SHUNK ST,100000.0,1,2,2,82290.0,17710.0,1080,1080,RSA5 ,39.91638351574064,-75.15596207952187
923904730,1,445 SHUNK ST,148400.0,1,2,2,124508.0,23892.0,1100,1100,RSA5 ,39.91638989256729,-75.15601310854845
923904730,1,439 SHUNK ST,199700.0,1,2,2,122549.0,32151.0,1925,1266,RSA5 ,39.91645933780636,-75.15584199042031
923904730,1,427 SHUNK ST,149200.0,1,2,2,45880.0,24020.0,1175,1080,RSA5 ,39.91632748102109,-75.15556182401575
923904730,1,437 SHUNK ST,171000.0,1,2,2,143470.0,27530.0,1455,1444,RSA5 ,39.916440554174315,-75.15579479773061
923904729,1,408 VOLLMER ST,259600.0,1,2,2,172806.0,41794.0,2178,2178,RSA5 ,39.91642655416401,-75.15486441595884
923904729,1,410 VOLLMER ST,140300.0,1,2,2,70452.0,24848.0,2160,2160,RSA5 ,39.9164368078044,-75.15493726598353
923904729,1,424 VOLLMER ST,258400.0,1,1,1,216798.0,41602.0,2160,2160,RSA5 ,39.9165023986091,-75.1554338922078
923904729,1,422 VOLLMER ST,259600.0,1,1,1,172806.0,41794.0,2160,2160,RSA5 ,39.916494153892884,-75.15536491454074
923904729,1,420 VOLLMER ST,258500.0,1,1,1,171882.0,41618.0,2160,2160,RSA5 ,39.916484648447096,-75.15529473531664
923904729,1,418 VOLLMER ST,258400.0,1,2,2,171798.0,41602.0,2160,2160,RSA5 ,39.916475079119984,-75.1552229695225
923904729,1,416 VOLLMER ST,258500.0,1,2,2,171882.0,41618.0,2160,2160,RSA5 ,39.91646520716685,-75.15515252466481
923904729,1,414 VOLLMER ST,267400.0,1,2,2,181502.0,40898.0,2160,2160,RSA5 ,39.91645668716279,-75.15508281688362
923904729,1,412 VOLLMER ST,258500.0,1,2,2,171880.0,41620.0,2160,2160,RSA5 ,39.91644692565941,-75.15501112517642
923904728,1,417 SHUNK ST,194500.0,1,2,2,163186.0,31314.0,1352,1313,RSA5 ,39.91627940623318,-75.15519373375716
923904728,1,409 SHUNK ST,251700.0,1,2,2,211177.0,40523.0,2435,2435,RSA5 ,39.91624104086237,-75.15490507307412
923904728,1,415 SHUNK ST,208800.0,1,2,2,91483.0,33617.0,1536,1536,RSA5 ,39.91627041706818,-75.15512411661744
923904728,1,421 SHUNK ST,208800.0,1,2,2,91483.0,33617.0,1536,1536,RSA5 ,39.91629860859792,-75.15533494450594
923904728,1,419 SHUNK ST,215000.0,1,2,2,135385.0,34615.0,1536,1536,RSA5 ,39.91628912358002,-75.15526443473388
923904728,1,411 SHUNK ST,250000.0,1,2,2,209750.0,40250.0,2401,2401,RSA5 ,39.91625066595855,-75.15497917435263
923904728,1,413 SHUNK ST,249700.0,1,2,2,84899.0,40201.0,2394,2394,RSA5 ,39.916260893426674,-75.15505329946195
923904726,1,444 SHUNK ST,158100.0,1,2,2,51946.0,25454.0,1338,1338,RSA5 ,39.916066694435685,-75.15616931223366
923904726,1,438 SHUNK ST,158100.0,1,2,2,51946.0,25454.0,1338,1338,RSA5 ,39.916046076140226,-75.15601234637558
923904726,1,446 SHUNK ST,158100.0,1,2,2,51946.0,25454.0,1338,1338,RSA5 ,39.91607337493654,-75.15622082441077
923904726,1,442 SHUNK ST,158100.0,1,2,2,51946.0,25454.0,1338,1338,RSA5 ,39.91606043196019,-75.15611811759871
923904726,1,448 SHUNK ST,194600.0,1,2,2,118269.0,31331.0,1338,1338,RSA5 ,39.91608089120928,-75.15627335664371
923904726,2,450 SHUNK ST,220800.0,1,2,2,185251.0,35549.0,1568,1568,RSA5 ,39.916086914136685,-75.15632818429249
923904726,1,440 SHUNK ST,158100.0,1,2,2,87646.0,25454.0,1338,1338,RSA5 ,39.91605171004855,-75.15606498783511
923904725,1,2607 S 5TH ST,150200.0,1,2,2,81017.0,24183.0,1485,1050,RSA5 ,39.91596621630852,-75.1562347055765
923904725,1,2609 S 5TH ST,219500.0,1,2,2,185927.0,33573.0,1065,1050,RSA5 ,39.91592856938635,-75.156275545479
923904724,1,419 ST MICHAEL DR,194900.0,1,2,2,163522.0,31378.0,1496,1331,RSA5 ,39.91580912934232,-75.15582504169404
923904724,1,427 ST MICHAEL DR,205400.0,1,2,2,172331.0,33069.0,1378,1331,RSA5 ,39.91583622866197,-75.15611688293305
923904724,1,425 ST MICHAEL DR,206700.0,1,2,2,128421.0,33279.0,1476,1331,RSA5 ,39.91583597706366,-75.15601519933924
923904724,1,421 ST MICHAEL DR,194700.0,1,2,2,118354.0,31346.0,1476,1331,RSA5 ,39.91581927653787,-75.15588966936046
923904724,1,423 ST MICHAEL DR,206700.0,1,2,2,128421.0,33279.0,1476,1331,RSA5 ,39.91582696222037,-75.15595219116098
923904723,1,434 ST MICHAEL DR,196700.0,1,2,2,165031.0,31669.0,1652,1331,RSA5 ,39.91548469462172,-75.15632101577155
923904723,1,432 ST MICHAEL DR,282700.0,1,2,2,237185.0,45515.0,1652,1331,RSA5 ,39.915476145329436,-75.15625651462034
923904723,1,438 ST MICHAEL DR,197000.0,1,2,2,165283.0,31717.0,1683,1331,RSA5 ,39.91550018504481,-75.15645038837766
923904723,1,428 ST MICHAEL DR,196300.0,1,2,2,119695.0,31605.0,1620,1331,RSA5 ,39.91545832004842,-75.1561291688749
923904723,1,430 ST MICHAEL DR,208500.0,1,2,2,129931.0,33569.0,1620,1331,RSA5 ,39.91546743001165,-75.15619096906431
923904723,1,436 ST MICHAEL DR,196700.0,1,2,2,165031.0,31669.0,1652,1331,RSA5 ,39.9154936692479,-75.15638528190111
923904723,1,426 ST MICHAEL DR,209100.0,1,2,2,130435.0,33665.0,1675,1331,RSA5 ,39.91545136104943,-75.15606722110371
923904722,4,435-45 OREGON AVE,1484600.0,1,1,1,1187680.0,296920.0,17600,3496,CMX2 ,39.915196285669545,-75.15625765100822
923904721,1,2623 S LAWRENCE ST,209400.0,1,2,2,104887.0,33713.0,1679,1331,RSA5 ,39.91547467756757,-75.1554973034947
923904721,1,2601 S LAWRENCE ST,209400.0,1,2,2,130687.0,33713.0,1679,1331,RSA5 ,39.91601676240561,-75.15538176105525
923904721,1,2615 S LAWRENCE ST,209400.0,1,2,2,104887.0,33713.0,1679,1331,RSA5 ,39.915670322275375,-75.15545597746305
923904721,1,2605 S LAWRENCE ST,209400.0,1,2,2,104887.0,33713.0,1679,1331,RSA5 ,39.915917571470985,-75.1554026854113
923904721,1,2609 S LAWRENCE ST,209400.0,1,2,2,175687.0,33713.0,1679,1331,RSA5 ,39.915816875887934,-75.15542492617097
923904721,1,2613 S LAWRENCE ST,197300.0,1,2,2,120535.0,31765.0,1679,1331,RSA5 ,39.9157190883944,-75.15544587523743
923904721,1,2611 S LAWRENCE ST,209400.0,1,2,2,104887.0,33713.0,1679,1331,RSA5 ,39.91576771920267,-75.15543333731142
923904721,1,2607 S LAWRENCE ST,209400.0,1,2,2,104887.0,33713.0,1679,1331,RSA5 ,39.91586702942258,-75.15541254773721
923904721,1,2603 S LAWRENCE ST,209400.0,1,2,2,130687.0,33713.0,1679,1331,RSA5 ,39.91596658655993,-75.15539080439649
923904721,1,2627 S LAWRENCE ST,209600.0,1,2,2,104854.0,33746.0,1681,1331,RSA5 ,39.915376273991974,-75.1555188995282
923904721,1,2617 S LAWRENCE ST,209400.0,1,2,2,130687.0,33713.0,1679,1331,RSA5 ,39.915621137422406,-75.15546545326576
923904721,1,2625 S LAWRENCE ST,209400.0,1,2,2,130687.0,33713.0,1679,1331,RSA5 ,39.91542587950172,-75.15550794511412
923904721,1,2619 S LAWRENCE ST,205700.0,1,2,2,172582.0,33118.0,1679,1476,RSA5 ,39.91557140620193,-75.15547634701409
923904721,1,2621 S LAWRENCE ST,209400.0,1,2,2,175687.0,33713.0,1679,1331,RSA5 ,39.91552308688801,-75.15548803752937
923904718,1,2611 S 3RD ST,130900.0,1,2,2,109825.0,21075.0,935,935,RSA5 ,39.91547155059742,-75.15274444382517
923904718,1,2613 S 3RD ST,90200.0,1,2,2,74226.0,15974.0,935,935,RSA5 ,39.915432022588156,-75.15275334201779
923904718,3,2655 S 3RD ST,220400.0,1,2,2,176320.0,44080.0,1362,1362,RSA5 ,39.91462278585217,-75.1529247380203
923904718,1,2653 S 3RD ST,197200.0,1,2,2,167038.0,30162.0,935,935,RSA5 ,39.91466440971653,-75.1529159623949
923904718,1,2651 S 3RD ST,130900.0,1,2,2,109825.0,21075.0,935,935,RSA5 ,39.91470265609029,-75.15290804124197
923904718,1,2649 S 3RD ST,130900.0,1,2,2,64825.0,21075.0,935,935,RSA5 ,39.91474095491395,-75.1528996512092
923904718,1,2647 S 3RD ST,130900.0,1,2,2,57225.0,21075.0,935,935,RSA5 ,39.91477987723438,-75.15289149944924
923904718,1,2609 S 3RD ST,137400.0,1,2,2,70279.0,22121.0,1055,1055,RSA5 ,39.91551318758387,-75.15273628763467
923904718,1,2615 S 3RD ST,130900.0,1,2,2,64825.0,21075.0,935,935,RSA5 ,39.91539361219819,-75.15276165925404
923904718,1,2645 S 3RD ST,134800.0,1,2,2,113098.0,21702.0,1006,1006,RSA5 ,39.91481817372626,-75.15288300651825
923904718,1,2627 S 3RD ST,141300.0,1,2,2,118551.0,22749.0,1006,1006,RSA5 ,39.91516632673528,-75.15280976786234
923904718,1,2607 S 3RD ST,166000.0,1,2,2,94274.0,26726.0,1355,1355,RSA5 ,39.91556205149101,-75.1526720435299
923904718,1,2605 S 3RD ST,165400.0,1,2,2,138770.0,26630.0,1349,1349,RSA5 ,39.9156116823575,-75.15266082626593
923904718,1,2603 S 3RD ST,166000.0,1,2,2,139274.0,26726.0,1355,1355,RSA5 ,39.91566077504475,-75.15265079029588
923904718,1,2617 S 3RD ST,130900.0,1,2,2,57225.0,21075.0,935,935,RSA5 ,39.91535630282914,-75.15276997537116
923904718,1,2619 S 3RD ST,130900.0,1,2,2,109825.0,21075.0,935,935,RSA5 ,39.91531873704157,-75.15277671695499
923904718,1,2621 S 3RD ST,130900.0,1,2,2,0.0,0.0,935,935,RSA5 ,39.915280226038156,-75.15278572368827
923904718,1,2623 S 3RD ST,130900.0,1,2,2,49425.0,21075.0,935,935,RSA5 ,39.915241608509504,-75.1527937668064
923904718,1,2643 S 3RD ST,130900.0,1,2,2,49425.0,21075.0,935,935,RSA5 ,39.91485692860302,-75.15287541810167
923904718,1,2625 S 3RD ST,92800.0,1,2,2,31366.0,16434.0,1006,1006,RSA5 ,39.91520402257614,-75.15280156807732
923904718,1,2629 S 3RD ST,90200.0,1,2,2,74226.0,15974.0,935,935,RSA5 ,39.91512726141674,-75.15281832886323
923904718,1,2631 S 3RD ST,130900.0,1,2,2,109825.0,21075.0,935,935,RSA5 ,39.91508798382,-75.15282559330284
923904718,1,2633 S 3RD ST,90200.0,1,2,2,74226.0,15974.0,935,935,RSA5 ,39.915049180761756,-75.15283415713672
923904718,1,2635 S 3RD ST,92800.0,1,2,2,31366.0,16434.0,1006,1006,RSA5 ,39.91501040868465,-75.15284337269196
923904718,1,2637 S 3RD ST,130900.0,1,2,2,49425.0,21075.0,935,935,RSA5 ,39.91497190176993,-75.15285013377304
923904718,1,2639 S 3RD ST,145300.0,1,2,2,47107.0,23393.0,1078,1078,RSA5 ,39.914934352639186,-75.15285852564472
923904718,1,2641 S 3RD ST,130900.0,1,2,2,64825.0,21075.0,935,935,RSA5 ,39.91489625915477,-75.1528673092233
923904717,1,2628 ST CHRISTOPHER DR,211300.0,1,2,2,141281.0,34019.0,2837,1371,RSA5 ,39.9148556236639,-75.15256342334119
923904717,1,2632 ST CHRISTOPHER DR,206500.0,1,2,2,128253.0,33247.0,2009,1335,RSA5 ,39.91474900522189,-75.15258470896487
923904717,1,2630 ST CHRISTOPHER DR,206100.0,1,2,2,172917.0,33183.0,2003,1329,RSA5 ,39.914798489641036,-75.15257478330031
923904716,1,2614 ST CHRISTOPHER DR,205300.0,1,2,2,127246.0,33054.0,1952,1325,RSA5 ,39.91523057954128,-75.15248737801902
923904716,1,2618 ST CHRISTOPHER DR,206100.0,1,2,2,172918.0,33182.0,1964,1335,RSA5 ,39.91513137319795,-75.15250879606587
923904716,1,2612 ST CHRISTOPHER DR,211600.0,1,2,2,132533.0,34067.0,2767,1377,RSA5 ,39.91528881822569,-75.15247538246437
923904716,1,2616 ST CHRISTOPHER DR,206400.0,1,2,2,128169.0,33231.0,1991,1335,RSA5 ,39.91518115142638,-75.15249795925627
